List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,57.1%,5.7%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,36.7%,40.0%
r13,31.4%,11.4%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,2.5%,5.0%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,33.3%
r25,46.7%,23.3%
r23,0.0%,0.0%
r18,3.3%,6.7%
r11,6.7%,13.3%
r27,96.0%,96.0%
r5,5.0%,5.0%
r17,53.3%,0.0%
r19,100.0%,0.0%
r8,3.3%,93.3%
r1,70.0%,70.0%
r30,40.0%,10.0%
r22,0.0%,9.5%
r26,20.0%,0.0%
r9,0.0%,0.0%
r14,44.4%,46.7%
r2,7.5%,47.5%
r20,30.0%,27.5%
r15,26.7%,26.7%
Total,29.9%,35.1%
