List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,75.0%,0.0%
r34,60.0%,68.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,36.7%,3.3%
r13,14.3%,37.1%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,5.0%,2.5%
r32,0.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,42.2%
r25,10.0%,20.0%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,6.7%,17.8%
r27,0.0%,100.0%
r5,5.0%,7.5%
r17,23.3%,20.0%
r19,0.0%,0.0%
r8,0.0%,96.7%
r1,53.3%,0.0%
r30,10.0%,43.3%
r22,9.5%,11.9%
r26,0.0%,20.0%
r9,0.0%,4.5%
r14,66.7%,64.4%
r2,0.0%,50.0%
r20,37.5%,37.5%
r15,0.0%,26.7%
Total,23.6%,36.1%
