List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,62.9%
r4,0.0%,0.0%
r33,85.7%,100.0%
r12,40.0%,6.7%
r13,31.4%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,86.7%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,37.8%
r25,6.7%,33.3%
r23,0.0%,0.0%
r18,20.0%,26.7%
r11,4.4%,20.0%
r27,96.0%,0.0%
r5,7.5%,7.5%
r17,46.7%,60.0%
r19,100.0%,100.0%
r8,96.7%,90.0%
r1,0.0%,0.0%
r30,40.0%,33.3%
r22,11.9%,2.4%
r26,0.0%,13.3%
r9,0.0%,0.0%
r14,48.9%,22.2%
r2,45.0%,45.0%
r20,65.0%,52.5%
r15,26.7%,0.0%
Total,34.7%,33.2%
