List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,75.0%,75.0%
r34,80.0%,80.0%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,91.4%,94.3%
r6,97.1%,97.1%
r29,9.6%,100.0%
r3,20.0%,6.7%
r24,7.5%,15.0%
r32,100.0%,100.0%
r16,30.0%,3.3%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,5.6%,33.3%
r18,6.7%,10.0%
r11,73.3%,73.3%
r27,100.0%,96.0%
r5,2.5%,15.0%
r17,40.0%,40.0%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,0.0%,0.0%
r30,6.7%,20.0%
r22,21.4%,2.4%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,42.2%,60.0%
r2,60.0%,60.0%
r20,75.0%,0.0%
r15,76.7%,0.0%
Total,48.5%,46.1%
