List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,25.0%
r34,65.7%,57.1%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,10.0%,0.0%
r13,11.4%,8.6%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,10.0%
r28,24.4%,37.8%
r25,3.3%,0.0%
r23,0.0%,0.0%
r18,20.0%,33.3%
r11,11.1%,13.3%
r27,96.0%,96.0%
r5,2.5%,40.0%
r17,3.3%,0.0%
r19,100.0%,0.0%
r8,96.7%,96.7%
r1,70.0%,73.3%
r30,36.7%,10.0%
r22,4.8%,14.3%
r26,6.7%,13.3%
r9,0.0%,0.0%
r14,46.7%,24.4%
r2,17.5%,45.0%
r20,0.0%,70.0%
r15,26.7%,0.0%
Total,28.2%,29.6%
