List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,25.0%,100.0%
r34,31.4%,40.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,16.7%,3.3%
r13,40.0%,40.0%
r6,0.0%,71.4%
r29,32.7%,36.5%
r3,6.7%,6.7%
r24,7.5%,2.5%
r32,96.7%,0.0%
r16,23.3%,30.0%
r28,42.2%,42.2%
r25,6.7%,0.0%
r23,11.1%,11.1%
r18,3.3%,20.0%
r11,22.2%,31.1%
r27,96.0%,100.0%
r5,25.0%,20.0%
r17,3.3%,10.0%
r19,100.0%,0.0%
r8,83.3%,83.3%
r1,0.0%,70.0%
r30,6.7%,3.3%
r22,4.8%,4.8%
r26,40.0%,40.0%
r9,100.0%,0.0%
r14,17.8%,4.4%
r2,32.5%,30.0%
r20,47.5%,20.0%
r15,23.3%,13.3%
Total,33.9%,30.9%
