List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,76.7%,23.3%
r10,0.0%,40.0%
r21,0.0%,100.0%
r34,80.0%,62.9%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,13.3%
r13,0.0%,40.0%
r6,5.7%,0.0%
r29,44.2%,34.6%
r3,13.3%,13.3%
r24,7.5%,10.0%
r32,96.7%,96.7%
r16,13.3%,33.3%
r28,100.0%,42.2%
r25,6.7%,83.3%
r23,11.1%,33.3%
r18,20.0%,13.3%
r11,48.9%,24.4%
r27,0.0%,0.0%
r5,40.0%,45.0%
r17,20.0%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,70.0%
r30,3.3%,26.7%
r22,4.8%,16.7%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,37.8%,4.4%
r2,55.0%,55.0%
r20,20.0%,47.5%
r15,83.3%,66.7%
Total,39.3%,38.4%
