List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,100.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,62.9%,65.7%
r4,0.0%,20.0%
r33,14.3%,14.3%
r12,6.7%,0.0%
r13,11.4%,28.6%
r6,2.9%,97.1%
r29,13.5%,13.5%
r3,6.7%,6.7%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,37.8%,37.8%
r25,10.0%,53.3%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,15.6%,11.1%
r27,96.0%,96.0%
r5,22.5%,7.5%
r17,0.0%,3.3%
r19,0.0%,0.0%
r8,96.7%,96.7%
r1,0.0%,70.0%
r30,36.7%,36.7%
r22,2.4%,2.4%
r26,0.0%,13.3%
r9,9.1%,4.5%
r14,46.7%,0.0%
r2,0.0%,45.0%
r20,0.0%,7.5%
r15,26.7%,26.7%
Total,24.6%,28.2%
