List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,75.0%,0.0%
r34,37.1%,45.7%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,45.7%,5.7%
r6,71.4%,74.3%
r29,75.0%,40.4%
r3,13.3%,6.7%
r24,15.0%,15.0%
r32,100.0%,100.0%
r16,40.0%,40.0%
r28,33.3%,33.3%
r25,3.3%,3.3%
r23,11.1%,5.6%
r18,23.3%,23.3%
r11,22.2%,42.2%
r27,0.0%,96.0%
r5,42.5%,25.0%
r17,20.0%,23.3%
r19,0.0%,0.0%
r8,6.7%,3.3%
r1,70.0%,70.0%
r30,16.7%,0.0%
r22,7.1%,0.0%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,42.2%,35.6%
r2,25.0%,55.0%
r20,20.0%,75.0%
r15,40.0%,86.7%
Total,35.5%,40.8%
