List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,57.1%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,33.3%,40.0%
r13,5.7%,40.0%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,80.0%,73.3%
r24,2.5%,10.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,42.2%
r25,33.3%,43.3%
r23,0.0%,0.0%
r18,20.0%,26.7%
r11,13.3%,6.7%
r27,100.0%,96.0%
r5,57.5%,0.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,0.0%
r30,36.7%,3.3%
r22,14.3%,0.0%
r26,6.7%,20.0%
r9,0.0%,36.4%
r14,66.7%,53.3%
r2,50.0%,2.5%
r20,22.5%,52.5%
r15,0.0%,0.0%
Total,27.9%,30.3%
