List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,26.7%,73.3%
r10,60.0%,40.0%
r21,0.0%,0.0%
r34,37.1%,65.7%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,54.3%,60.0%
r6,51.4%,40.0%
r29,13.5%,90.4%
r3,20.0%,6.7%
r24,12.5%,12.5%
r32,100.0%,100.0%
r16,10.0%,3.3%
r28,24.4%,24.4%
r25,76.7%,0.0%
r23,16.7%,5.6%
r18,26.7%,16.7%
r11,73.3%,24.4%
r27,96.0%,96.0%
r5,32.5%,5.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,16.7%,6.7%
r22,9.5%,16.7%
r26,0.0%,60.0%
r9,0.0%,95.5%
r14,2.2%,31.1%
r2,50.0%,0.0%
r20,72.5%,72.5%
r15,0.0%,43.3%
Total,38.8%,41.7%
