List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,0.0%,100.0%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,0.0%,0.0%
r4,30.0%,0.0%
r33,0.0%,100.0%
r12,3.3%,36.7%
r13,42.9%,51.4%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,70.0%
r28,24.4%,0.0%
r25,6.7%,10.0%
r23,0.0%,0.0%
r18,10.0%,10.0%
r11,17.8%,13.3%
r27,96.0%,0.0%
r5,7.5%,7.5%
r17,3.3%,3.3%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,53.3%
r30,43.3%,46.7%
r22,14.3%,14.3%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,64.4%,62.2%
r2,47.5%,45.0%
r20,37.5%,42.5%
r15,26.7%,26.7%
Total,25.6%,30.7%
