List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,17.1%,42.9%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,88.6%,88.6%
r29,57.7%,57.7%
r3,6.7%,0.0%
r24,2.5%,17.5%
r32,100.0%,100.0%
r16,40.0%,6.7%
r28,75.6%,42.2%
r25,6.7%,83.3%
r23,16.7%,5.6%
r18,23.3%,10.0%
r11,24.4%,22.2%
r27,96.0%,0.0%
r5,12.5%,42.5%
r17,20.0%,20.0%
r19,0.0%,0.0%
r8,0.0%,83.3%
r1,16.7%,70.0%
r30,3.3%,0.0%
r22,2.4%,4.8%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,37.8%,40.0%
r2,45.0%,30.0%
r20,20.0%,47.5%
r15,0.0%,76.7%
Total,36.1%,41.6%
