List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,76.7%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,57.1%,5.7%
r4,10.0%,20.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,6.7%,20.0%
r24,2.5%,10.0%
r32,0.0%,0.0%
r16,33.3%,16.7%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,11.1%,22.2%
r18,16.7%,20.0%
r11,2.2%,73.3%
r27,96.0%,0.0%
r5,55.0%,25.0%
r17,16.7%,3.3%
r19,0.0%,0.0%
r8,3.3%,83.3%
r1,0.0%,0.0%
r30,3.3%,0.0%
r22,23.8%,11.9%
r26,40.0%,60.0%
r9,0.0%,100.0%
r14,57.8%,55.6%
r2,60.0%,32.5%
r20,5.0%,75.0%
r15,0.0%,93.3%
Total,41.0%,44.0%
