List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,26.7%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,22.9%,22.9%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,60.0%,40.0%
r6,37.1%,37.1%
r29,9.6%,0.0%
r3,13.3%,6.7%
r24,12.5%,2.5%
r32,100.0%,96.7%
r16,20.0%,3.3%
r28,42.2%,33.3%
r25,80.0%,76.7%
r23,5.6%,11.1%
r18,23.3%,23.3%
r11,31.1%,31.1%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,3.3%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,93.3%,96.7%
r30,10.0%,6.7%
r22,2.4%,16.7%
r26,40.0%,60.0%
r9,95.5%,95.5%
r14,11.1%,11.1%
r2,95.0%,35.0%
r20,20.0%,0.0%
r15,23.3%,0.0%
Total,38.7%,30.6%
