List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,76.7%,23.3%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,17.1%,40.0%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,45.7%,45.7%
r6,20.0%,0.0%
r29,32.7%,36.5%
r3,13.3%,6.7%
r24,10.0%,15.0%
r32,96.7%,96.7%
r16,30.0%,36.7%
r28,33.3%,42.2%
r25,83.3%,80.0%
r23,16.7%,5.6%
r18,10.0%,20.0%
r11,31.1%,22.2%
r27,96.0%,4.0%
r5,27.5%,22.5%
r17,10.0%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,20.0%,23.3%
r22,4.8%,2.4%
r26,40.0%,60.0%
r9,0.0%,100.0%
r14,17.8%,17.8%
r2,30.0%,25.0%
r20,20.0%,20.0%
r15,13.3%,63.3%
Total,34.3%,35.4%
