List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,25.0%
r34,48.6%,60.0%
r4,0.0%,40.0%
r33,0.0%,100.0%
r12,40.0%,0.0%
r13,14.3%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,57.8%
r25,20.0%,23.3%
r23,0.0%,0.0%
r18,3.3%,6.7%
r11,15.6%,13.3%
r27,0.0%,96.0%
r5,27.5%,27.5%
r17,26.7%,6.7%
r19,100.0%,100.0%
r8,86.7%,93.3%
r1,0.0%,73.3%
r30,13.3%,13.3%
r22,2.4%,2.4%
r26,6.7%,13.3%
r9,0.0%,0.0%
r14,64.4%,20.0%
r2,30.0%,0.0%
r20,15.0%,22.5%
r15,20.0%,20.0%
Total,25.7%,33.8%
