List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,100.0%,0.0%
r34,5.7%,17.1%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,17.1%,40.0%
r6,91.4%,2.9%
r29,5.8%,17.3%
r3,6.7%,6.7%
r24,12.5%,5.0%
r32,96.7%,96.7%
r16,40.0%,30.0%
r28,42.2%,33.3%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,3.3%,13.3%
r11,24.4%,48.9%
r27,4.0%,96.0%
r5,42.5%,12.5%
r17,16.7%,26.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,3.3%,70.0%
r30,3.3%,36.7%
r22,9.5%,0.0%
r26,40.0%,0.0%
r9,0.0%,100.0%
r14,17.8%,33.3%
r2,42.5%,0.0%
r20,20.0%,75.0%
r15,80.0%,53.3%
Total,31.1%,38.9%
