List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,73.3%,26.7%
r10,0.0%,0.0%
r21,100.0%,0.0%
r34,54.3%,22.9%
r4,0.0%,10.0%
r33,0.0%,0.0%
r12,23.3%,43.3%
r13,94.3%,5.7%
r6,37.1%,40.0%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,17.5%,2.5%
r32,100.0%,100.0%
r16,23.3%,43.3%
r28,42.2%,42.2%
r25,0.0%,80.0%
r23,27.8%,0.0%
r18,10.0%,23.3%
r11,2.2%,22.2%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,20.0%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,20.0%
r30,16.7%,3.3%
r22,14.3%,19.0%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,51.1%,4.4%
r2,32.5%,5.0%
r20,22.5%,22.5%
r15,0.0%,93.3%
Total,40.4%,35.3%
