List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,76.7%,76.7%
r10,60.0%,60.0%
r21,0.0%,0.0%
r34,34.3%,42.9%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,71.4%,77.1%
r29,44.2%,90.4%
r3,6.7%,6.7%
r24,12.5%,2.5%
r32,96.7%,96.7%
r16,43.3%,40.0%
r28,33.3%,42.2%
r25,83.3%,6.7%
r23,5.6%,5.6%
r18,23.3%,23.3%
r11,22.2%,22.2%
r27,100.0%,100.0%
r5,42.5%,42.5%
r17,23.3%,40.0%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,70.0%,70.0%
r30,16.7%,26.7%
r22,4.8%,2.4%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,44.4%,17.8%
r2,25.0%,2.5%
r20,20.0%,75.0%
r15,86.7%,76.7%
Total,40.8%,45.9%
