List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,57.1%
r4,0.0%,30.0%
r33,0.0%,100.0%
r12,6.7%,36.7%
r13,28.6%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,36.7%,0.0%
r28,24.4%,24.4%
r25,0.0%,30.0%
r23,0.0%,0.0%
r18,10.0%,23.3%
r11,15.6%,24.4%
r27,0.0%,96.0%
r5,0.0%,7.5%
r17,0.0%,3.3%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,53.3%,16.7%
r30,13.3%,10.0%
r22,2.4%,9.5%
r26,0.0%,6.7%
r9,13.6%,0.0%
r14,44.4%,51.1%
r2,50.0%,30.0%
r20,37.5%,27.5%
r15,26.7%,26.7%
Total,26.4%,31.5%
