List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,48.6%,22.9%
r4,20.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,100.0%,60.0%
r6,40.0%,51.4%
r29,90.4%,90.4%
r3,13.3%,0.0%
r24,2.5%,15.0%
r32,100.0%,100.0%
r16,46.7%,46.7%
r28,42.2%,33.3%
r25,0.0%,80.0%
r23,5.6%,5.6%
r18,33.3%,3.3%
r11,48.9%,48.9%
r27,0.0%,4.0%
r5,25.0%,45.0%
r17,20.0%,23.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,76.7%,70.0%
r30,6.7%,50.0%
r22,2.4%,9.5%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,35.6%,17.8%
r2,52.5%,42.5%
r20,72.5%,72.5%
r15,3.3%,90.0%
Total,44.0%,44.3%
