List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,100.0%
r10,40.0%,40.0%
r21,0.0%,75.0%
r34,40.0%,65.7%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,23.3%
r13,48.6%,48.6%
r6,0.0%,97.1%
r29,80.8%,0.0%
r3,6.7%,13.3%
r24,17.5%,12.5%
r32,96.7%,96.7%
r16,50.0%,50.0%
r28,100.0%,42.2%
r25,0.0%,83.3%
r23,33.3%,11.1%
r18,16.7%,20.0%
r11,73.3%,73.3%
r27,100.0%,4.0%
r5,57.5%,42.5%
r17,6.7%,33.3%
r19,0.0%,0.0%
r8,0.0%,3.3%
r1,70.0%,70.0%
r30,10.0%,20.0%
r22,2.4%,21.4%
r26,60.0%,40.0%
r9,100.0%,0.0%
r14,42.2%,55.6%
r2,32.5%,32.5%
r20,75.0%,75.0%
r15,0.0%,80.0%
Total,45.5%,45.3%
