List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,25.0%
r34,5.7%,60.0%
r4,20.0%,0.0%
r33,14.3%,0.0%
r12,6.7%,13.3%
r13,11.4%,8.6%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,80.0%,80.0%
r24,2.5%,15.0%
r32,100.0%,100.0%
r16,10.0%,0.0%
r28,0.0%,37.8%
r25,13.3%,13.3%
r23,27.8%,27.8%
r18,20.0%,20.0%
r11,4.4%,13.3%
r27,96.0%,96.0%
r5,7.5%,0.0%
r17,3.3%,0.0%
r19,100.0%,100.0%
r8,96.7%,93.3%
r1,70.0%,70.0%
r30,33.3%,6.7%
r22,2.4%,0.0%
r26,20.0%,13.3%
r9,22.7%,0.0%
r14,46.7%,46.7%
r2,20.0%,20.0%
r20,17.5%,42.5%
r15,26.7%,0.0%
Total,27.5%,30.2%
