List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,73.3%,73.3%
r10,40.0%,20.0%
r21,100.0%,0.0%
r34,20.0%,57.1%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,3.3%,40.0%
r13,5.7%,94.3%
r6,51.4%,40.0%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,25.0%,15.0%
r32,100.0%,100.0%
r16,43.3%,50.0%
r28,42.2%,42.2%
r25,76.7%,76.7%
r23,11.1%,16.7%
r18,20.0%,16.7%
r11,24.4%,22.2%
r27,4.0%,0.0%
r5,12.5%,25.0%
r17,6.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,20.0%,96.7%
r30,3.3%,3.3%
r22,11.9%,14.3%
r26,100.0%,100.0%
r9,95.5%,95.5%
r14,33.3%,24.4%
r2,32.5%,62.5%
r20,0.0%,0.0%
r15,56.7%,0.0%
Total,39.1%,42.0%
