List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,23.3%,76.7%
r10,40.0%,40.0%
r21,0.0%,75.0%
r34,20.0%,80.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,91.4%,94.3%
r6,94.3%,91.4%
r29,90.4%,100.0%
r3,6.7%,13.3%
r24,5.0%,7.5%
r32,100.0%,100.0%
r16,50.0%,46.7%
r28,0.0%,100.0%
r25,0.0%,83.3%
r23,0.0%,16.7%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,27.5%,55.0%
r17,40.0%,13.3%
r19,0.0%,0.0%
r8,0.0%,3.3%
r1,16.7%,0.0%
r30,3.3%,3.3%
r22,11.9%,2.4%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,60.0%,53.3%
r2,32.5%,32.5%
r20,27.5%,20.0%
r15,0.0%,0.0%
Total,37.6%,51.4%
