List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,100.0%,75.0%
r34,8.6%,11.4%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,5.7%,94.3%
r6,60.0%,97.1%
r29,0.0%,100.0%
r3,0.0%,20.0%
r24,12.5%,12.5%
r32,100.0%,100.0%
r16,46.7%,46.7%
r28,57.8%,100.0%
r25,83.3%,83.3%
r23,27.8%,33.3%
r18,20.0%,3.3%
r11,22.2%,22.2%
r27,96.0%,96.0%
r5,25.0%,40.0%
r17,6.7%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,86.7%
r30,23.3%,40.0%
r22,4.8%,14.3%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,28.9%,57.8%
r2,97.5%,50.0%
r20,75.0%,27.5%
r15,0.0%,0.0%
Total,41.8%,51.7%
