List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,68.6%,60.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,53.3%
r13,94.3%,54.3%
r6,5.7%,40.0%
r29,13.5%,100.0%
r3,6.7%,0.0%
r24,17.5%,27.5%
r32,96.7%,100.0%
r16,23.3%,3.3%
r28,24.4%,33.3%
r25,80.0%,80.0%
r23,5.6%,22.2%
r18,16.7%,10.0%
r11,73.3%,24.4%
r27,96.0%,4.0%
r5,5.0%,15.0%
r17,30.0%,36.7%
r19,0.0%,82.4%
r8,3.3%,80.0%
r1,73.3%,93.3%
r30,33.3%,3.3%
r22,4.8%,4.8%
r26,0.0%,100.0%
r9,0.0%,95.5%
r14,24.4%,13.3%
r2,35.0%,0.0%
r20,0.0%,72.5%
r15,0.0%,6.7%
Total,34.1%,44.1%
