List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,51.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,33.3%,16.7%
r13,8.6%,11.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,73.3%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,6.7%,10.0%
r28,57.8%,42.2%
r25,30.0%,3.3%
r23,0.0%,0.0%
r18,13.3%,26.7%
r11,8.9%,11.1%
r27,96.0%,96.0%
r5,57.5%,0.0%
r17,0.0%,3.3%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,3.3%,73.3%
r30,46.7%,13.3%
r22,14.3%,2.4%
r26,6.7%,0.0%
r9,0.0%,18.2%
r14,64.4%,48.9%
r2,50.0%,0.0%
r20,25.0%,25.0%
r15,0.0%,20.0%
Total,31.7%,32.1%
