List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,0.0%
r10,20.0%,40.0%
r21,75.0%,0.0%
r34,0.0%,28.6%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,33.3%
r13,34.3%,2.9%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,6.7%,6.7%
r24,20.0%,22.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,0.0%
r25,26.7%,30.0%
r23,5.6%,0.0%
r18,10.0%,20.0%
r11,2.2%,11.1%
r27,96.0%,100.0%
r5,27.5%,5.0%
r17,0.0%,53.3%
r19,0.0%,0.0%
r8,93.3%,96.7%
r1,70.0%,70.0%
r30,13.3%,6.7%
r22,0.0%,7.1%
r26,13.3%,0.0%
r9,0.0%,0.0%
r14,62.2%,66.7%
r2,27.5%,27.5%
r20,35.0%,45.0%
r15,0.0%,10.0%
Total,33.8%,36.0%
