List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,0.0%,5.7%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,10.0%,40.0%
r13,94.3%,94.3%
r6,0.0%,97.1%
r29,0.0%,90.4%
r3,20.0%,6.7%
r24,15.0%,2.5%
r32,0.0%,0.0%
r16,33.3%,50.0%
r28,57.8%,57.8%
r25,83.3%,6.7%
r23,11.1%,0.0%
r18,10.0%,20.0%
r11,73.3%,0.0%
r27,96.0%,96.0%
r5,0.0%,55.0%
r17,13.3%,13.3%
r19,0.0%,0.0%
r8,80.0%,10.0%
r1,0.0%,0.0%
r30,23.3%,20.0%
r22,7.1%,14.3%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,15.6%,6.7%
r2,65.0%,32.5%
r20,20.0%,0.0%
r15,0.0%,0.0%
Total,33.5%,32.0%
