List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,23.3%
r10,20.0%,60.0%
r21,75.0%,75.0%
r34,57.1%,8.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,94.3%,94.3%
r6,91.4%,0.0%
r29,100.0%,100.0%
r3,20.0%,6.7%
r24,12.5%,10.0%
r32,0.0%,0.0%
r16,26.7%,3.3%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,5.6%,16.7%
r18,20.0%,10.0%
r11,73.3%,73.3%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,33.3%,33.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,10.0%,6.7%
r22,16.7%,9.5%
r26,0.0%,60.0%
r9,0.0%,100.0%
r14,51.1%,64.4%
r2,10.0%,60.0%
r20,20.0%,5.0%
r15,0.0%,0.0%
Total,44.3%,40.3%
