List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,0.0%
r10,40.0%,40.0%
r21,0.0%,25.0%
r34,0.0%,57.1%
r4,0.0%,0.0%
r33,45.7%,100.0%
r12,36.7%,3.3%
r13,5.7%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,17.5%
r32,100.0%,100.0%
r16,0.0%,10.0%
r28,24.4%,75.6%
r25,10.0%,10.0%
r23,0.0%,5.6%
r18,20.0%,20.0%
r11,17.8%,20.0%
r27,96.0%,96.0%
r5,5.0%,0.0%
r17,6.7%,0.0%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,0.0%,43.3%
r30,43.3%,13.3%
r22,2.4%,2.4%
r26,13.3%,13.3%
r9,0.0%,0.0%
r14,60.0%,0.0%
r2,47.5%,2.5%
r20,32.5%,40.0%
r15,0.0%,16.7%
Total,29.3%,31.2%
