List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,100.0%,0.0%
r34,31.4%,34.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,0.0%,40.0%
r13,48.6%,48.6%
r6,94.3%,0.0%
r29,32.7%,57.7%
r3,20.0%,0.0%
r24,2.5%,10.0%
r32,96.7%,96.7%
r16,50.0%,30.0%
r28,42.2%,100.0%
r25,83.3%,10.0%
r23,5.6%,16.7%
r18,3.3%,20.0%
r11,22.2%,73.3%
r27,4.0%,4.0%
r5,55.0%,42.5%
r17,6.7%,6.7%
r19,0.0%,100.0%
r8,83.3%,3.3%
r1,70.0%,70.0%
r30,0.0%,6.7%
r22,11.9%,14.3%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,40.0%,11.1%
r2,32.5%,50.0%
r20,75.0%,0.0%
r15,83.3%,30.0%
Total,44.9%,40.4%
