List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,25.0%
r34,60.0%,60.0%
r4,20.0%,10.0%
r33,14.3%,100.0%
r12,3.3%,3.3%
r13,8.6%,37.1%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,6.7%
r24,27.5%,7.5%
r32,100.0%,100.0%
r16,10.0%,0.0%
r28,37.8%,37.8%
r25,3.3%,10.0%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,15.6%,8.9%
r27,96.0%,96.0%
r5,22.5%,7.5%
r17,3.3%,0.0%
r19,100.0%,0.0%
r8,96.7%,96.7%
r1,70.0%,0.0%
r30,33.3%,13.3%
r22,2.4%,0.0%
r26,6.7%,13.3%
r9,0.0%,0.0%
r14,42.2%,22.2%
r2,5.0%,40.0%
r20,27.5%,25.0%
r15,26.7%,0.0%
Total,30.3%,31.6%
