List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,57.1%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,13.3%,40.0%
r13,34.3%,11.4%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,6.7%
r28,33.3%,33.3%
r25,0.0%,50.0%
r23,0.0%,5.6%
r18,10.0%,26.7%
r11,15.6%,20.0%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,50.0%,0.0%
r19,100.0%,0.0%
r8,0.0%,83.3%
r1,43.3%,26.7%
r30,40.0%,6.7%
r22,0.0%,2.4%
r26,0.0%,20.0%
r9,36.4%,9.1%
r14,57.8%,60.0%
r2,47.5%,27.5%
r20,22.5%,42.5%
r15,0.0%,0.0%
Total,28.2%,28.9%
