List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,5.7%,62.9%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,0.0%
r13,22.9%,2.9%
r6,97.1%,97.1%
r29,13.5%,0.0%
r3,0.0%,73.3%
r24,5.0%,17.5%
r32,100.0%,100.0%
r16,50.0%,10.0%
r28,24.4%,75.6%
r25,30.0%,23.3%
r23,11.1%,0.0%
r18,20.0%,23.3%
r11,4.4%,20.0%
r27,96.0%,0.0%
r5,25.0%,5.0%
r17,0.0%,6.7%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,16.7%,70.0%
r30,10.0%,26.7%
r22,0.0%,2.4%
r26,6.7%,0.0%
r9,0.0%,0.0%
r14,42.2%,48.9%
r2,27.5%,5.0%
r20,37.5%,5.0%
r15,0.0%,0.0%
Total,27.3%,27.3%
