List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,26.7%,73.3%
r10,20.0%,40.0%
r21,100.0%,75.0%
r34,28.6%,28.6%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,40.0%
r13,14.3%,17.1%
r6,91.4%,54.3%
r29,86.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,25.0%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,57.8%,57.8%
r25,23.3%,53.3%
r23,27.8%,22.2%
r18,10.0%,23.3%
r11,2.2%,28.9%
r27,96.0%,96.0%
r5,37.5%,0.0%
r17,0.0%,10.0%
r19,0.0%,100.0%
r8,86.7%,0.0%
r1,0.0%,76.7%
r30,6.7%,40.0%
r22,0.0%,0.0%
r26,20.0%,20.0%
r9,31.8%,31.8%
r14,44.4%,42.2%
r2,32.5%,2.5%
r20,45.0%,55.0%
r15,26.7%,46.7%
Total,36.6%,38.4%
