List,gaussian_mixture,kmeans
r31,83.3%,0.0%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,0.0%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,3.3%,36.7%
r13,31.4%,40.0%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,73.3%,0.0%
r28,57.8%,33.3%
r25,13.3%,26.7%
r23,5.6%,0.0%
r18,20.0%,23.3%
r11,13.3%,11.1%
r27,0.0%,100.0%
r5,27.5%,27.5%
r17,10.0%,10.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,73.3%
r30,6.7%,43.3%
r22,4.8%,0.0%
r26,20.0%,20.0%
r9,31.8%,0.0%
r14,57.8%,44.4%
r2,20.0%,22.5%
r20,55.0%,40.0%
r15,0.0%,0.0%
Total,27.1%,34.2%
