List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,65.7%,65.7%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,48.6%,48.6%
r6,94.3%,97.1%
r29,0.0%,0.0%
r3,13.3%,6.7%
r24,7.5%,15.0%
r32,96.7%,96.7%
r16,50.0%,36.7%
r28,57.8%,0.0%
r25,6.7%,83.3%
r23,11.1%,11.1%
r18,23.3%,16.7%
r11,22.2%,73.3%
r27,100.0%,96.0%
r5,55.0%,40.0%
r17,26.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,0.0%
r1,0.0%,0.0%
r30,26.7%,3.3%
r22,14.3%,9.5%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,53.3%,33.3%
r2,52.5%,52.5%
r20,75.0%,75.0%
r15,66.7%,0.0%
Total,45.2%,41.5%
