List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,100.0%
r10,20.0%,60.0%
r21,0.0%,0.0%
r34,0.0%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,13.3%
r13,5.7%,34.3%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,2.5%,30.0%
r32,100.0%,100.0%
r16,76.7%,33.3%
r28,24.4%,0.0%
r25,10.0%,26.7%
r23,0.0%,0.0%
r18,13.3%,23.3%
r11,31.1%,4.4%
r27,96.0%,96.0%
r5,27.5%,2.5%
r17,6.7%,16.7%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,56.7%,66.7%
r30,13.3%,13.3%
r22,4.8%,2.4%
r26,13.3%,20.0%
r9,0.0%,0.0%
r14,42.2%,44.4%
r2,30.0%,47.5%
r20,45.0%,37.5%
r15,26.7%,26.7%
Total,26.3%,32.1%
