List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,100.0%,0.0%
r34,5.7%,20.0%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,10.0%,40.0%
r13,40.0%,40.0%
r6,31.4%,31.4%
r29,48.1%,48.1%
r3,6.7%,6.7%
r24,17.5%,15.0%
r32,96.7%,96.7%
r16,36.7%,23.3%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,6.7%,26.7%
r11,24.4%,22.2%
r27,96.0%,96.0%
r5,22.5%,42.5%
r17,3.3%,13.3%
r19,0.0%,17.6%
r8,86.7%,83.3%
r1,70.0%,70.0%
r30,30.0%,20.0%
r22,2.4%,2.4%
r26,0.0%,0.0%
r9,0.0%,100.0%
r14,17.8%,28.9%
r2,30.0%,45.0%
r20,47.5%,47.5%
r15,10.0%,63.3%
Total,36.0%,39.2%
