List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,100.0%,0.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,5.7%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,36.7%
r13,40.0%,2.9%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,12.5%,17.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,57.8%,42.2%
r25,6.7%,6.7%
r23,0.0%,0.0%
r18,26.7%,26.7%
r11,15.6%,6.7%
r27,96.0%,0.0%
r5,27.5%,27.5%
r17,50.0%,0.0%
r19,100.0%,100.0%
r8,93.3%,93.3%
r1,73.3%,0.0%
r30,36.7%,3.3%
r22,7.1%,14.3%
r26,13.3%,20.0%
r9,31.8%,18.2%
r14,57.8%,0.0%
r2,52.5%,5.0%
r20,45.0%,30.0%
r15,0.0%,26.7%
Total,37.4%,26.4%
