List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,48.6%,25.7%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,0.0%,40.0%
r13,11.4%,42.9%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,50.0%,10.0%
r28,42.2%,42.2%
r25,33.3%,13.3%
r23,0.0%,0.0%
r18,10.0%,23.3%
r11,20.0%,8.9%
r27,0.0%,96.0%
r5,25.0%,27.5%
r17,6.7%,0.0%
r19,0.0%,100.0%
r8,90.0%,93.3%
r1,0.0%,76.7%
r30,43.3%,6.7%
r22,16.7%,0.0%
r26,20.0%,13.3%
r9,18.2%,0.0%
r14,57.8%,44.4%
r2,20.0%,20.0%
r20,32.5%,25.0%
r15,0.0%,0.0%
Total,27.8%,29.0%
