List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,23.3%
r10,0.0%,40.0%
r21,100.0%,100.0%
r34,22.9%,11.4%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,10.0%
r13,40.0%,40.0%
r6,2.9%,91.4%
r29,32.7%,32.7%
r3,6.7%,0.0%
r24,5.0%,7.5%
r32,96.7%,96.7%
r16,36.7%,36.7%
r28,42.2%,75.6%
r25,0.0%,0.0%
r23,5.6%,11.1%
r18,23.3%,16.7%
r11,17.8%,20.0%
r27,96.0%,4.0%
r5,22.5%,20.0%
r17,10.0%,6.7%
r19,0.0%,100.0%
r8,86.7%,0.0%
r1,70.0%,70.0%
r30,16.7%,16.7%
r22,7.1%,0.0%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,26.7%,0.0%
r2,25.0%,32.5%
r20,0.0%,47.5%
r15,60.0%,16.7%
Total,34.5%,33.7%
