List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,25.0%,0.0%
r34,0.0%,57.1%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,3.3%
r13,11.4%,8.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,42.2%,24.4%
r25,56.7%,3.3%
r23,5.6%,0.0%
r18,10.0%,10.0%
r11,15.6%,13.3%
r27,96.0%,96.0%
r5,7.5%,5.0%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,93.3%,96.7%
r1,73.3%,73.3%
r30,10.0%,43.3%
r22,7.1%,9.5%
r26,13.3%,6.7%
r9,13.6%,0.0%
r14,62.2%,20.0%
r2,5.0%,22.5%
r20,0.0%,25.0%
r15,26.7%,0.0%
Total,30.4%,27.6%
