List,gaussian_mixture,kmeans
r31,16.7%,83.3%
r7,26.7%,26.7%
r10,0.0%,60.0%
r21,0.0%,0.0%
r34,31.4%,22.9%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,40.0%,42.9%
r6,42.9%,91.4%
r29,13.5%,13.5%
r3,0.0%,40.0%
r24,12.5%,10.0%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,24.4%
r25,10.0%,26.7%
r23,0.0%,0.0%
r18,23.3%,3.3%
r11,20.0%,15.6%
r27,96.0%,96.0%
r5,17.5%,0.0%
r17,50.0%,53.3%
r19,100.0%,100.0%
r8,83.3%,80.0%
r1,16.7%,73.3%
r30,13.3%,40.0%
r22,7.1%,4.8%
r26,0.0%,0.0%
r9,40.9%,0.0%
r14,55.6%,0.0%
r2,47.5%,47.5%
r20,40.0%,42.5%
r15,40.0%,13.3%
Total,32.4%,31.5%
