List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,75.0%,75.0%
r34,37.1%,20.0%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,17.1%,40.0%
r6,71.4%,74.3%
r29,73.1%,11.5%
r3,0.0%,13.3%
r24,10.0%,15.0%
r32,96.7%,96.7%
r16,26.7%,33.3%
r28,33.3%,75.6%
r25,6.7%,0.0%
r23,11.1%,5.6%
r18,13.3%,23.3%
r11,24.4%,48.9%
r27,0.0%,4.0%
r5,25.0%,42.5%
r17,3.3%,10.0%
r19,0.0%,100.0%
r8,0.0%,3.3%
r1,70.0%,70.0%
r30,0.0%,23.3%
r22,4.8%,2.4%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,40.0%,11.1%
r2,42.5%,0.0%
r20,47.5%,20.0%
r15,66.7%,66.7%
Total,37.4%,36.5%
