List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,17.1%,20.0%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,3.3%
r13,51.4%,40.0%
r6,97.1%,97.1%
r29,46.2%,78.8%
r3,20.0%,6.7%
r24,5.0%,17.5%
r32,96.7%,96.7%
r16,36.7%,36.7%
r28,100.0%,24.4%
r25,83.3%,83.3%
r23,11.1%,16.7%
r18,3.3%,20.0%
r11,24.4%,48.9%
r27,100.0%,4.0%
r5,42.5%,42.5%
r17,3.3%,23.3%
r19,0.0%,100.0%
r8,0.0%,3.3%
r1,70.0%,70.0%
r30,0.0%,3.3%
r22,16.7%,11.9%
r26,40.0%,0.0%
r9,100.0%,0.0%
r14,31.1%,6.7%
r2,30.0%,25.0%
r20,47.5%,0.0%
r15,0.0%,80.0%
Total,42.7%,34.5%
