List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,20.0%,22.9%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,48.6%,48.6%
r6,60.0%,0.0%
r29,42.3%,36.5%
r3,6.7%,13.3%
r24,7.5%,15.0%
r32,100.0%,100.0%
r16,40.0%,33.3%
r28,100.0%,42.2%
r25,83.3%,83.3%
r23,27.8%,22.2%
r18,20.0%,10.0%
r11,22.2%,31.1%
r27,4.0%,4.0%
r5,12.5%,12.5%
r17,3.3%,6.7%
r19,0.0%,0.0%
r8,86.7%,3.3%
r1,70.0%,70.0%
r30,16.7%,23.3%
r22,0.0%,7.1%
r26,40.0%,40.0%
r9,100.0%,0.0%
r14,55.6%,2.2%
r2,45.0%,32.5%
r20,20.0%,47.5%
r15,80.0%,80.0%
Total,43.8%,33.3%
