List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,75.0%
r34,2.9%,57.1%
r4,0.0%,0.0%
r33,85.7%,100.0%
r12,20.0%,40.0%
r13,14.3%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,0.0%,24.4%
r25,3.3%,23.3%
r23,0.0%,11.1%
r18,10.0%,20.0%
r11,13.3%,20.0%
r27,96.0%,96.0%
r5,25.0%,2.5%
r17,0.0%,0.0%
r19,100.0%,0.0%
r8,93.3%,0.0%
r1,0.0%,16.7%
r30,20.0%,13.3%
r22,7.1%,2.4%
r26,6.7%,13.3%
r9,4.5%,13.6%
r14,53.3%,0.0%
r2,45.0%,45.0%
r20,17.5%,15.0%
r15,26.7%,26.7%
Total,27.3%,27.0%
