List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,76.7%
r10,0.0%,40.0%
r21,0.0%,75.0%
r34,22.9%,14.3%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,10.0%
r13,45.7%,14.3%
r6,97.1%,2.9%
r29,86.5%,84.6%
r3,20.0%,13.3%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,40.0%,43.3%
r28,75.6%,24.4%
r25,83.3%,83.3%
r23,5.6%,16.7%
r18,6.7%,10.0%
r11,46.7%,31.1%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,23.3%,23.3%
r19,0.0%,0.0%
r8,0.0%,83.3%
r1,70.0%,63.3%
r30,6.7%,20.0%
r22,11.9%,4.8%
r26,20.0%,40.0%
r9,31.8%,100.0%
r14,37.8%,8.9%
r2,37.5%,32.5%
r20,75.0%,0.0%
r15,0.0%,26.7%
Total,41.1%,37.3%
