List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,100.0%,0.0%
r10,20.0%,20.0%
r21,75.0%,0.0%
r34,0.0%,60.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,43.3%,0.0%
r13,34.3%,37.1%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,7.5%,17.5%
r32,100.0%,100.0%
r16,33.3%,70.0%
r28,57.8%,42.2%
r25,26.7%,23.3%
r23,5.6%,11.1%
r18,16.7%,23.3%
r11,15.6%,20.0%
r27,0.0%,0.0%
r5,27.5%,0.0%
r17,10.0%,3.3%
r19,0.0%,100.0%
r8,86.7%,86.7%
r1,73.3%,0.0%
r30,50.0%,36.7%
r22,2.4%,2.4%
r26,0.0%,0.0%
r9,13.6%,0.0%
r14,62.2%,53.3%
r2,20.0%,55.0%
r20,55.0%,7.5%
r15,26.7%,26.7%
Total,32.1%,33.7%
