List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,26.7%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,62.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,10.0%
r13,54.3%,40.0%
r6,51.4%,51.4%
r29,86.5%,98.1%
r3,6.7%,6.7%
r24,7.5%,5.0%
r32,96.7%,96.7%
r16,20.0%,3.3%
r28,24.4%,42.2%
r25,80.0%,66.7%
r23,22.2%,22.2%
r18,10.0%,10.0%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,15.0%,25.0%
r17,16.7%,33.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,20.0%
r30,0.0%,3.3%
r22,14.3%,2.4%
r26,40.0%,0.0%
r9,0.0%,95.5%
r14,6.7%,0.0%
r2,95.0%,60.0%
r20,70.0%,72.5%
r15,30.0%,40.0%
Total,40.4%,42.7%
