List,gaussian_mixture,kmeans
r31,0.0%,83.3%
r7,100.0%,100.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,34.3%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,46.7%,3.3%
r13,48.6%,51.4%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,46.7%,80.0%
r24,2.5%,20.0%
r32,100.0%,100.0%
r16,23.3%,20.0%
r28,75.6%,42.2%
r25,30.0%,13.3%
r23,5.6%,0.0%
r18,3.3%,13.3%
r11,6.7%,11.1%
r27,96.0%,96.0%
r5,5.0%,17.5%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,90.0%,90.0%
r1,76.7%,0.0%
r30,46.7%,46.7%
r22,2.4%,0.0%
r26,13.3%,13.3%
r9,31.8%,36.4%
r14,55.6%,0.0%
r2,22.5%,47.5%
r20,22.5%,30.0%
r15,26.7%,0.0%
Total,39.6%,32.9%
