List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,10.0%
r33,0.0%,0.0%
r12,10.0%,20.0%
r13,5.7%,11.4%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,20.0%,27.5%
r32,100.0%,0.0%
r16,73.3%,0.0%
r28,33.3%,0.0%
r25,20.0%,10.0%
r23,0.0%,5.6%
r18,23.3%,23.3%
r11,15.6%,20.0%
r27,96.0%,96.0%
r5,5.0%,7.5%
r17,3.3%,0.0%
r19,0.0%,94.1%
r8,0.0%,96.7%
r1,0.0%,70.0%
r30,23.3%,10.0%
r22,4.8%,4.8%
r26,0.0%,20.0%
r9,27.3%,4.5%
r14,57.8%,0.0%
r2,20.0%,45.0%
r20,17.5%,50.0%
r15,13.3%,26.7%
Total,25.6%,26.4%
