List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,2.9%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,13.3%,40.0%
r13,34.3%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,2.5%,32.5%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,33.3%,0.0%
r25,0.0%,30.0%
r23,0.0%,0.0%
r18,10.0%,26.7%
r11,15.6%,13.3%
r27,96.0%,96.0%
r5,0.0%,2.5%
r17,50.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,83.3%
r1,43.3%,40.0%
r30,40.0%,30.0%
r22,0.0%,0.0%
r26,0.0%,13.3%
r9,36.4%,0.0%
r14,57.8%,35.6%
r2,47.5%,2.5%
r20,22.5%,22.5%
r15,0.0%,26.7%
Total,28.2%,26.4%
