List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,31.4%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,0.0%,40.0%
r13,40.0%,45.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,80.0%
r24,7.5%,2.5%
r32,0.0%,100.0%
r16,3.3%,10.0%
r28,33.3%,24.4%
r25,23.3%,16.7%
r23,0.0%,55.6%
r18,0.0%,23.3%
r11,8.9%,11.1%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,6.7%,3.3%
r19,100.0%,100.0%
r8,86.7%,0.0%
r1,6.7%,13.3%
r30,10.0%,6.7%
r22,4.8%,14.3%
r26,0.0%,0.0%
r9,0.0%,0.0%
r14,35.6%,0.0%
r2,25.0%,17.5%
r20,50.0%,50.0%
r15,26.7%,0.0%
Total,24.1%,29.1%
