List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,75.0%
r34,2.9%,54.3%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,13.3%
r13,5.7%,40.0%
r6,0.0%,0.0%
r29,0.0%,90.4%
r3,20.0%,13.3%
r24,7.5%,15.0%
r32,100.0%,100.0%
r16,46.7%,40.0%
r28,42.2%,57.8%
r25,6.7%,83.3%
r23,16.7%,11.1%
r18,23.3%,26.7%
r11,48.9%,24.4%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,0.0%,36.7%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,70.0%,70.0%
r30,3.3%,23.3%
r22,11.9%,16.7%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,40.0%,13.3%
r2,45.0%,45.0%
r20,75.0%,20.0%
r15,86.7%,0.0%
Total,38.6%,43.0%
