List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,100.0%,0.0%
r10,60.0%,0.0%
r21,25.0%,0.0%
r34,48.6%,48.6%
r4,20.0%,10.0%
r33,100.0%,0.0%
r12,6.7%,40.0%
r13,45.7%,48.6%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,0.0%,86.7%
r24,2.5%,12.5%
r32,0.0%,100.0%
r16,46.7%,73.3%
r28,24.4%,24.4%
r25,26.7%,3.3%
r23,38.9%,55.6%
r18,20.0%,26.7%
r11,11.1%,17.8%
r27,0.0%,96.0%
r5,25.0%,27.5%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,0.0%,83.3%
r1,70.0%,73.3%
r30,33.3%,13.3%
r22,2.4%,11.9%
r26,20.0%,20.0%
r9,0.0%,0.0%
r14,62.2%,64.4%
r2,0.0%,50.0%
r20,5.0%,17.5%
r15,30.0%,0.0%
Total,25.1%,38.7%
