List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,100.0%
r10,20.0%,40.0%
r21,75.0%,75.0%
r34,14.3%,17.1%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,23.3%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,15.0%,15.0%
r32,0.0%,0.0%
r16,46.7%,33.3%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,27.8%,27.8%
r18,3.3%,20.0%
r11,2.2%,73.3%
r27,96.0%,96.0%
r5,27.5%,27.5%
r17,36.7%,30.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,20.0%,3.3%
r22,2.4%,14.3%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,13.3%,60.0%
r2,10.0%,60.0%
r20,95.0%,75.0%
r15,0.0%,0.0%
Total,44.1%,49.6%
