List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,25.0%,25.0%
r34,60.0%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,3.3%
r13,40.0%,40.0%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,6.7%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,75.6%
r25,3.3%,3.3%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,6.7%,26.7%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,20.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,96.7%
r1,0.0%,66.7%
r30,36.7%,13.3%
r22,0.0%,11.9%
r26,6.7%,0.0%
r9,0.0%,0.0%
r14,66.7%,0.0%
r2,27.5%,5.0%
r20,22.5%,40.0%
r15,0.0%,0.0%
Total,34.2%,33.9%
