List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,0.0%,75.0%
r34,42.9%,37.1%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,23.3%
r13,94.3%,48.6%
r6,91.4%,94.3%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,10.0%,2.5%
r32,0.0%,100.0%
r16,46.7%,50.0%
r28,100.0%,0.0%
r25,0.0%,0.0%
r23,16.7%,44.4%
r18,3.3%,6.7%
r11,22.2%,48.9%
r27,0.0%,4.0%
r5,2.5%,55.0%
r17,40.0%,50.0%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,70.0%,3.3%
r30,36.7%,3.3%
r22,23.8%,21.4%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,17.8%,15.6%
r2,32.5%,65.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,45.2%,45.8%
