List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,25.0%,0.0%
r34,31.4%,65.7%
r4,10.0%,0.0%
r33,100.0%,85.7%
r12,3.3%,13.3%
r13,5.7%,5.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,0.0%
r24,10.0%,5.0%
r32,0.0%,100.0%
r16,0.0%,3.3%
r28,0.0%,33.3%
r25,30.0%,13.3%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,11.1%,22.2%
r27,100.0%,100.0%
r5,62.5%,5.0%
r17,0.0%,16.7%
r19,0.0%,0.0%
r8,96.7%,0.0%
r1,56.7%,73.3%
r30,43.3%,3.3%
r22,2.4%,2.4%
r26,20.0%,6.7%
r9,0.0%,4.5%
r14,57.8%,57.8%
r2,42.5%,2.5%
r20,37.5%,50.0%
r15,0.0%,26.7%
Total,29.2%,28.3%
